trial_number,value,ATR_MULTIPLIER,VCP_TIGHTNESS_RANGE,BREAKOUT_BUFFER_ATR,BREAKOUT_VOL_MULT,TARGET_RR,TRAIL_ATR_MULT,REGIME_BULL_THRESHOLD
153,-0.014834455851596252,1.397372402437445,0.039962290180812945,0.4919414350356673,1.155837436589707,2.5614654616236687,2.9827753705163222,55,-0.03716967684764009
154,0.06277576015482608,1.3951074991007193,0.04317324434943055,0.48022038942684064,1.1129104516231767,2.6557012772026867,2.93205541798267,54,-0.029698453343620153
155,0.013674677292506572,1.3507536648535228,0.04266851377584706,0.46720608682386255,1.0818861919844218,2.624370618478628,2.952427061548456,53,-0.04042909098444088
156,0.04890760020478554,1.421180550886809,0.04411340993009444,0.4870369599393364,1.1000826831365407,2.6388341936010735,2.915749838777282,55,-0.07941711946590496
157,0.023877231474226508,1.404099023395635,0.03884511501249152,0.476432947610932,1.1211669067466996,2.604099730548354,2.9772417148816395,54,-0.02825586343568379
158,0.03138206878612717,1.3716774028101324,0.041871164750579656,0.4727639187058477,1.137091212067197,2.657309320251553,2.9985651765498598,54,-0.03900594560047744
159,0.0019659692695410264,1.3874110634244294,0.04343485275974393,0.4812158776197934,1.0682350942099847,2.573052316772331,2.9019927509388053,53,-0.0174214771602971
160,0.0426989254572479,1.4489820448736073,0.04561227446329495,0.4705479010674422,1.106636106466735,2.5866252700443826,2.9487564077843973,55,-0.06842591415201549
161,0.06364670997740682,1.3813161307027555,0.04274006854028481,0.4658239922359452,1.090119276482646,2.614850709337147,2.877484419260864,55,-0.030134365103545047
162,0.06396912332103309,1.3787036585997354,0.04105585116928938,0.464212215323926,1.0927465917328183,2.6178333766196857,2.9291622361502725,55,-0.030813235599933767
163,0.06612982701372509,1.3745462956782002,0.04106012006038982,0.48966053827857736,1.1143762887900643,2.599016838670016,2.9307107285954483,54,-0.036494094289780704
164,0.06945436016320627,1.3570438529150897,0.03968812673170524,0.48908213336550477,1.1141784119305758,2.6348637465526124,2.9529181612408584,54,-0.040274353754019
165,0.033320454978624056,1.3685896514033413,0.039092390429957526,0.4990238750775975,1.1292902384554366,2.634599456869904,2.9629186397773015,54,-0.03715343550848668
166,0.022556169319186612,1.3544301088280377,0.041726868581254926,0.4898379320323462,1.1065350821237165,2.6650391534541704,2.999751351698904,53,-0.041472332519973884
167,0.030248092895264655,1.3596867548317664,0.037653161747323624,0.48641013544451256,1.1398491411930947,2.6467823518782065,2.954800893954567,54,-0.021698995165423188
168,0.02887117462466462,1.3508819528792135,0.03959493324918603,0.49593996914289395,1.1148712778547445,2.6003212059131093,2.903995150912004,53,-0.04536852444061346
169,0.039388441431760825,1.3747082235340808,0.04432887910616457,0.470054958779212,1.125410270761335,2.6343456028195638,2.9692245611607113,54,-0.0911852906153449
170,0.024584252164954003,1.3694680611072536,0.045269279018864045,0.47733068632635983,1.1004221954957232,2.6069380264893582,2.883573675768501,53,-0.03224835440963042
171,0.0455892642719719,1.348106596721604,0.04091329467862592,0.48419761985598025,1.0812637676983416,2.6229363894609556,2.943621556323082,54,-0.03798047003852575
172,0.06639101124461944,1.39298135402848,0.04207344182459166,0.4811743612973349,1.1157202066520653,2.5961598978918703,2.9114773157824487,55,-0.035279467619202205
173,0.08382435197912101,1.3857454712062773,0.04353422056331325,0.4909307803540338,1.1188103587151939,2.642504607848487,2.982355011387692,55,-0.03205989288091787
174,0.053670906349880865,1.387702189459454,0.04375904760212751,0.48000689670460905,1.1430802847932247,2.6566569772398214,2.9724917113027716,55,-0.031292624032305184
175,0.06246794384399547,1.4140142637213453,0.04320988817658191,0.4746530564264666,1.12072446528119,2.6390875515859937,2.999735574872985,55,-0.03154925359874794
176,0.041958117643138115,1.4051256617247114,0.042005027408426175,0.49362122624588767,1.1322298744614656,2.6475393061729355,2.9778254343867974,55,-0.027133393923801253
